mesh,err
20,0.07625922800000333
40,0.024462915333313434
80,0.017296998515267566
160,0.0025150904191407687
320,0.0009814506950039878
640,0.0020014223861652236
1280,0.000690171336050157
2560,0.00006571066681310219
