mesh,err
20,0.014135140721201455
40,0.003042950589222797
80,0.0007003369598172511
160,0.00017376396744534008
320,0.00003815345116889817
640,8.69917930206964e-6
1280,2.019452571847322e-6
2560,4.96718540377141e-7
