mesh,err
20,0.0676625192797862
40,0.017315083809190907
80,0.004442389413295148
160,0.001123287080764421
320,0.00028219982397926135
640,0.0000707584439018945
1280,0.00001771561062828672
2560,4.43234224610596e-6
