mesh,err
20,0.007743003765035224
40,0.0015258187445040738
80,0.00037298993053921887
160,0.0001049395487932393
320,0.00002468201934660495
640,5.9763414022591945e-6
1280,1.4457873404116055e-6
2560,3.6445021857630407e-7
