mesh,err
50,0.00023146625775326865
100,5.29193157896471e-6
150,0.00001008990719314033
200,0.000011126903209842555
250,0.000010218961574008358
300,9.112039797790845e-6
350,8.118433651440938e-6
400,7.278595234531959e-6
