x,u_initial,u_final
0.22925,0.9915126610766242,0.8043536890360752
0.22975,0.9919161965310044,0.8057108040333129
0.23025,0.9923099421729779,0.8070648478982801
0.23075,0.9926938941164334,0.8084158076014649
0.23125,0.9930680485719211,0.8097636700518287
0.23175,0.993432401846687,0.8111084220963701
0.23225,0.9937869503447118,0.8124500505196882
0.23275,0.9941316905667444,0.8137885420435377
0.23325,0.9944666191103383,0.815123883326383
0.23375,0.9947917326698842,0.8164560609629503
0.23425,0.9951070280366423,0.8177850614837702
0.23475000000000001,0.9954125020987746,0.8191108713547238
0.23525000000000001,0.9957081518413755,0.8204334769765783
0.23575000000000002,0.9959939743465014,0.821752864684522
0.23625000000000002,0.9962699667931995,0.823069020747696
0.23675000000000002,0.9965361264575358,0.82438193136872
0.23725000000000002,0.996792450712622,0.8256915826832134
0.23775000000000002,0.9970389370286409,0.826997960759316
0.23825000000000002,0.9972755829728721,0.8283010515972015
0.23875000000000002,0.997502386209716,0.8296008411285859
0.23925000000000002,0.9977193445007159,0.830897315216236
0.23975000000000002,0.9979264557045814,0.8321904596534682
0.24025,0.998123717777208,0.8334802601636483
0.24075,0.998311128771699,0.8347667023996828
0.24125,0.998488686838384,0.8360497719435076
0.24175,0.9986563902248357,0.8373294543055732
0.24225,0.9988142372758897,0.8386057349243227
0.24275,0.9989622264336595,0.8398785991656674
0.24325,0.9991003562375518,0.8411480323224589
0.24375,0.999228625324281,0.8424140196139518
0.24425,0.9993470324278836,0.8436765461852673
0.24475,0.9994555763797285,0.8449355971068496
0.24525,0.9995542561085312,0.846191157373915
0.24575,0.9996430706403624,0.8474432119059028
0.24625,0.9997220190986585,0.8486917455459132
0.24675,0.9997911007042304,0.8499367430601464
0.24725,0.9998503147752705,0.851178189137336
0.24775,0.9998996607273594,0.8524160683881726
0.24825,0.9999391380734728,0.8536503653447279
0.24875,0.9999687464239853,0.8548810644598723
0.24925,0.9999884854866741,0.8561081501066821
0.24975,0.9999983550667232,0.8573316065778525
0.25025000000000003,0.9999983550666122,0.8585514180850935
0.25075000000000003,0.999988485486563,0.8597675687585264
0.25125000000000003,0.9999687464238742,0.8609800426460759
0.25175000000000003,0.9999391380733618,0.8621888237128533
0.25225000000000003,0.9998996607272483,0.8633938958405354
0.25275000000000003,0.9998503147751595,0.8645952428267396
0.25325000000000003,0.9997911007041196,0.8657928483843902
0.25375000000000003,0.9997220190985475,0.8669866961410827
0.25425000000000003,0.9996430706402516,0.868176769638438
0.25475000000000003,0.9995542561084202,0.8693630523314534
0.25525000000000003,0.9994555763796177,0.8705455275878485
0.25575000000000003,0.9993470324277726,0.8717241786874046
0.25625,0.9992286253241702,0.8728989888212938
0.25675,0.999100356237441,0.8740699410914089
0.25725,0.9989622264335485,0.8752370185096824
0.25775,0.9988142372757787,0.8764002039974021
0.25825,0.9986563902247246,0.8775594803845159
0.25875,0.998488686838273,0.8787148304089367
0.25925,0.9983111287715885,0.879866236715837
0.25975,0.9981237177770974,0.881013681856934
0.26025,0.9979264557044704,0.8821571482897754
0.26075,0.9977193445006053,0.8832966183770141
0.26125,0.9975023862096052,0.8844320743856742
0.26175,0.9972755829727613,0.8855634984864164
0.26225,0.9970389370285301,0.8866908727527901
0.26275,0.9967924507125112,0.8878141791604827
0.26325,0.9965361264574252,0.8889333995865596
0.26375,0.9962699667930889,0.8900485158086997
0.26425,0.9959939743463908,0.8911595095044196
0.26475,0.9957081518412649,0.892266362250294
0.26525,0.9954125020986643,0.8933690555211692
0.26575,0.995107028036532,0.8944675706893658
0.26625,0.9947917326697738,0.8955618890238759
0.26675,0.9944666191102282,0.8966519916895529
