x,u_initial,u_final,u_analytical
0.00025,0.0015707950348670906,-0.00006880966019822343,-0.0015707956808311027
0.00075,0.004712369601488434,-0.005942744648605187,-0.004712371539373451
0.00125,0.007853897658924271,-0.005600680355993686,-0.007853900888711166
0.00175,0.010995348201560961,-0.012468485328242752,-0.010995352723217415
0.0022500000000000003,0.014136690224549917,-0.010166535609824744,-0.014136696038033065
0.00275,0.017277892724113557,-0.020559887325677068,-0.0172778998293647
0.0032500000000000003,0.020418924697851382,-0.018743505832105024,-0.020418933094800393
0.00375,0.02355975514504589,-0.024321967375511493,-0.023559764833609453
0.00425,0.026700353066968573,-0.02292919224793594,-0.02670036404705284
0.00475,0.02984068746718585,-0.03277959817357601,-0.02984069973868113
0.00525,0.03298072735186501,-0.030349193932112887,-0.032980740914649725
0.00575,0.036120441730080055,-0.03809215505617517,-0.036120456584020806
0.00625,0.039259799614117644,-0.03738175816926905,-0.03925981575906915
0.00675,0.04239877001978286,-0.04303353799212931,-0.04239878745558401
0.00725,0.045537321966705055,-0.04108212646684412,-0.0455373406931842
0.00775,0.048675424478643606,-0.052066228677201364,-0.04867544449561593
0.00825,0.05181304658379361,-0.0499826245110395,-0.05181306789106288
0.00875,0.054950157315091605,-0.05583878310909771,-0.05495017991244575
0.00925,0.05808672571052117,-0.05549859221426099,-0.05808674959773762
0.00975,0.06122272081341855,-0.06235125494077032,-0.061222745990261535
0.01025,0.0643581116727781,-0.06005483322723762,-0.06435813813900003
0.010750000000000001,0.06749286734355787,-0.07042295406359389,-0.06749289509889664
0.01125,0.07062695688698492,-0.0686111958380929,-0.0706269859311666
0.01175,0.07376034937086075,-0.07417525349008391,-0.07376037970359825
0.01225,0.07689301386986656,-0.0727867479752056,-0.07689304549086226
0.012750000000000001,0.08002491946586844,-0.0826084775580776,-0.08002495237480894
0.01325,0.08315603524822254,-0.08018609463149645,-0.08315606944478261
0.01375,0.08628633031408021,-0.08789877415691273,-0.08628636579792276
0.01425,0.08941577376869289,-0.08719131680019221,-0.08941581053946904
0.014750000000000001,0.09254433472571705,-0.09282136815914888,-0.09254437278306259
0.01525,0.09567198230751914,-0.09087620535102617,-0.095672021651058
0.01575,0.09879868564548021,-0.10182453633987677,-0.0987987262748245
0.01625,0.10192441388030059,-0.0997481421174309,-0.10192445579505066
0.01675,0.1050491361623045,-0.10558600961696879,-0.10504917936204493
0.01725,0.10817282165174459,-0.10524695417696227,-0.10817286613604941
0.017750000000000002,0.11129543951910609,-0.1120746445851779,-0.11129548528753627
0.01825,0.11441695894541129,-0.10978748275780677,-0.11441700599751604
0.01875,0.11753734912252371,-0.1201106055288478,-0.11753739745783774
0.01925,0.12065657925345205,-0.11830697349170234,-0.12065662887149829
0.01975,0.12377461855265422,-0.12384242381159724,-0.1237746694529425
0.02025,0.12689143624634108,-0.12246138814756471,-0.12689148842837084
0.02075,0.13000700157278033,-0.13223199081100348,-0.1300070550360352
0.02125,0.1331212837826,-0.1298223059104818,-0.13312133852655236
0.021750000000000002,0.136234252139092,-0.13749336870565024,-0.13623430816320106
0.02225,0.13934587591851536,-0.13678995285259288,-0.13934593322223
0.02275,0.14245612441039956,-0.14239018875443246,-0.1424561829931529
0.02325,0.14556496691784782,-0.14045560520266276,-0.14556502677906114
0.02375,0.14867237275783943,-0.15134455344875852,-0.14867243389692247
0.02425,0.15177831126153346,-0.14927955574614862,-0.15177837367788405
0.02475,0.15488275177457073,-0.15500028674404717,-0.15488281546757107
0.02525,0.1579856636573766,-0.15447589259422598,-0.15798572862639862
0.025750000000000002,0.16108701628546362,-0.16190408622461486,-0.161087082529866
0.02625,0.16418677904973336,-0.15974878573577458,-0.16418684656886365
0.02675,0.16728492135677875,-0.16909033054009032,-0.1672849901499688
0.02725,0.17038141262918602,-0.16776714601127918,-0.1703814826957573
0.02775,0.17347622230583637,-0.1730920771903963,-0.1734762936450974
0.02825,0.1765693198422078,-0.1714598779579089,-0.17656939245345527
0.02875,0.17966067471067626,-0.18201179609518503,-0.17966074859319273
0.02925,0.18275025640081732,-0.1800054782507873,-0.18275033155387355
0.029750000000000002,0.1858380344197069,-0.1858416715317185,-0.18583811084256077
0.03025,0.18892397829222263,-0.18551164994907282,-0.18892405598412162
0.03075,0.19200805756134431,-0.19220775685309766,-0.1920081365215203
0.03125,0.1950902417884547,-0.18994730335568027,-0.19509032201612836
0.03175,0.19817050055363972,-0.20021035092438275,-0.19817058204801882
0.03225,0.20124880345598892,-0.1984047974760052,-0.2012488862162696
0.03275,0.20432512011389548,-0.20387125339937529,-0.20432520413926222
0.03325,0.2073994201653559,-0.2025146607420835,-0.20739950545497765
0.03375,0.2104716732682698,-0.21215236329070725,-0.21047175982130523
0.03425,0.21354184910073937,-0.2097735181147764,-0.21354193691633558
0.03475,0.21660991736136867,-0.2173499245037421,-0.2166100064386572
0.035250000000000004,0.2196758477695626,-0.21665465628137756,-0.21967593810766467
0.035750000000000004,0.22273961006582574,-0.22218297944075543,-0.22273970166384982
0.03625,0.22580117401206112,-0.22027235081956942,-0.22580126686910273
0.03675,0.22886050939186867,-0.23102986184082294,-0.22886060350701307
0.03725,0.23191758601084325,-0.22899051544111124,-0.23191768138316024
0.03775,0.2349723736968728,-0.23439620075505324,-0.23497247032542112
0.03825,0.23802484230043616,-0.23331330151800567,-0.23802494018426168
0.03875,0.24107496169490056,-0.24240551870886745,-0.24107506083303892
0.03925,0.24412270177681888,-0.24012575523003613,-0.24412280216829035
0.03975,0.24716803246622704,-0.24786289549262355,-0.24716813411004035
