x,u_initial,u_final
0.0625,0.3728897276798503,-0.21430394555265944
0.1875,0.9002354378343046,0.5004079288142652
0.3125,0.9002354378343047,0.9230758167880517
0.4375,0.3728897276798504,0.8129104768771588
0.5625,-0.3728897276798502,0.2143039455526595
0.6875,-0.9002354378343046,-0.5004079288142652
0.8125,-0.9002354378343047,-0.9230758167880517
0.9375,-0.3728897276798505,-0.812910476877159
